content,score,at,app
cool,5,2025-07-30 07:21:43,Lazada
maganda cha kaya nag order ako olit,5,2025-07-30 06:57:32,Lazada
very good..very convenient.. lazada ..😍😍😍👏👏👏👏👏,5,2025-07-30 06:50:55,Lazada
safe and fast delivery,5,2025-07-30 06:49:54,Lazada
unli voucher pero unli C01 edit ko na lang kapag naka checkout na ako...hahahaha,1,2025-07-30 06:25:17,Lazada
"i cant say its bad but an app that keeps asking you to invite friends.... u want coupons? invite friends. u want discount? invite friends. u dont have friends? invite friends... the in-app pop ups are insane these days.... almost every page u go, u get a pop up. so annoying. please fire your UI designer. now we keep getting all sorta pop up BS. this app just getting more annoying.",2,2025-07-30 06:16:40,Lazada
Ok lhat nman product n naorder q.so far so gud.,5,2025-07-30 06:01:08,Lazada
aplikasi yg paling lama saya pakai krn lazada ga prnah ngecewain😁👍,5,2025-07-30 06:00:50,Lazada
really really satisfies me. So much has improved.,5,2025-07-30 05:49:55,Lazada
excellent,2,2025-07-30 05:34:30,Lazada
one of the games stops working major bug every 20 min of gameplay animals flower thingy. fix pls have lot of potential aside the bug keeps happening.,3,2025-07-30 05:31:46,Lazada
Fast delivery,5,2025-07-30 04:29:49,Lazada
goood♥️,5,2025-07-30 04:28:06,Lazada
legit,5,2025-07-30 04:22:30,Lazada
lazada ganggu bnget iklannya,3,2025-07-30 04:11:40,Lazada
I like Lazada 🌹❤️🥰,5,2025-07-30 04:10:45,Lazada
"I like shopping with Lazada. But the delivery doesn't come to my door. I live in an apartment, but I always have to go down to collect my parcel.",4,2025-07-30 03:58:16,Lazada
likeit,4,2025-07-30 03:46:09,Lazada
amazing,5,2025-07-30 03:17:24,Lazada
good,5,2025-07-30 03:15:19,Lazada
From 3 stars to 2 stars. I can't connect to a real live agent and it's frustrating. Also order status updates are too slow.,2,2025-07-30 03:04:00,Lazada
"Ang bagal naman ,tapus pag dumating na sa facility cancel niyo naman.",1,2025-07-30 02:01:51,Lazada
I am trying Lazada again. though they don't give coupon/discounts. also thrir shipping fee is very expensive.,3,2025-07-30 01:38:48,Lazada
gooods item,5,2025-07-30 01:33:42,Lazada
affordable quality products,5,2025-07-30 01:20:45,Lazada
very nice,5,2025-07-30 01:18:37,Lazada
sana po swertihin sa blind box na yan,5,2025-07-30 00:38:22,Lazada
good 👍,5,2025-07-30 00:24:28,Lazada
you need to wait for 30 minutes to an hour before you can view your recently viewed items.,1,2025-07-30 00:06:54,Lazada
👍,5,2025-07-29 23:57:02,Lazada
Apa kejadahnye. Semua nak block. Baru nak register. tak nak bagi guna lazada takpe. aku register shopee helok jer. aku ban lazada dalam hidup.,1,2025-07-29 23:13:14,Lazada
excellent,5,2025-07-29 22:38:29,Lazada
good,5,2025-07-29 21:18:52,Lazada
"bakit ganyan kna lazada , napangit na serbisyo mo , ambagal mo mag sorting ng parcel , hindi n maganda experience ko sayo ngayon , lagi ako frustrated sa bagal mo mag ship , kakaunti nba na order sayo",1,2025-07-29 21:15:22,Lazada
very easy and fast,5,2025-07-29 21:11:55,Lazada
great app....,5,2025-07-29 18:44:00,Lazada
5 star ✨,5,2025-07-29 18:12:29,Lazada
Senang sekali Saya belanja di Lazada,5,2025-07-29 18:02:06,Lazada
Ganda solid,3,2025-07-29 17:20:43,Lazada
nice👏,5,2025-07-29 14:48:41,Lazada
thank you very greatfull,5,2025-07-29 14:40:55,Lazada
All i need i here.,5,2025-07-29 14:03:34,Lazada
good,5,2025-07-29 13:31:44,Lazada
I mostly enjoy shopping here for free shipping and discount sale 😁,5,2025-07-29 13:25:07,Lazada
Says account locked so cannot login even though I used for first time. Even after trying to unlock it says number linked to another account even though I received the call and sms as number belongs to me. tried contacting customer care... no one picks up then after getting through one random email comes. No follow up response. utterly disgusting app.,1,2025-07-29 12:38:06,Lazada
"This is one of the best onine Shopping Flatform, I really enjoy shopping, helps me find some of the best Products with a lot of vouchers and free shipping, and deliver straight to your door, thanks for Lazada Apps",5,2025-07-29 12:25:07,Lazada
ok,5,2025-07-29 12:24:37,Lazada
great,5,2025-07-29 11:49:39,Lazada
amazing,5,2025-07-29 11:06:35,Lazada
good shop in this store,5,2025-07-29 11:03:47,Lazada
"In Lazada, you'll get everything in one shop,",5,2025-07-29 11:03:46,Lazada
awesome,5,2025-07-29 09:51:33,Lazada
great 👍 👌,5,2025-07-29 09:47:35,Lazada
wow good,5,2025-07-29 09:39:34,Lazada
good shopping,5,2025-07-29 09:29:20,Lazada
good,5,2025-07-29 09:25:16,Lazada
super sulit to shope,5,2025-07-29 09:14:17,Lazada
very legit,5,2025-07-29 08:17:25,Lazada
A great app to buy what you need at home.,5,2025-07-29 08:11:53,Lazada
cant order due to security lock idk why,1,2025-07-29 08:10:12,Lazada
nice Napa kaganda ang items,5,2025-07-29 08:08:58,Lazada
it's nice to order here 🙂,3,2025-07-29 08:03:00,Lazada
Parang gago lang. Kung kelan sale mapa-pay day or double digit pa man yan saka nawawala yung vouchers ( discount & free shipping ) ang malala saka nag O'OC01 . Boring na online shopping app 👎👎,1,2025-07-29 08:02:06,Lazada
impressive,5,2025-07-29 07:55:05,Lazada
easy n secure,5,2025-07-29 07:50:54,Lazada
1 star bec. all your ads in other apps is illegally click bait. stupid ads.,1,2025-07-29 07:25:09,Lazada
good,5,2025-07-29 07:10:34,Lazada
nice,5,2025-07-29 07:10:12,Lazada
sorry but tracking updates about the parcels are the worst.. my order was stuck in the same place for 5 days,1,2025-07-29 07:09:34,Lazada
very good,5,2025-07-29 06:46:28,Lazada
so freety lazada,5,2025-07-29 06:46:05,Lazada
good,5,2025-07-29 06:24:30,Lazada
okay,4,2025-07-29 06:22:58,Lazada
Very good,5,2025-07-29 06:15:37,Lazada
medyo nalilito parin ako sa new style nia but ang ganda,5,2025-07-29 06:05:57,Lazada
Not much attention paid to UX details. Adding of virtual/digital card details is so frustrating with the process being cut off and restarting multiple times. Ended up writing down my card numbers from another digital banking app. No wonder Lazada is now number 2!,2,2025-07-29 05:42:07,Lazada
"pengiriman super lamaaa, 7 hari baru sampe pdhal toko lain 2 hr ud sampe. auto uninstall lagi",1,2025-07-29 05:40:11,Lazada
good 👍,3,2025-07-29 05:34:59,Lazada
right 👍 tank u so much legit apss,5,2025-07-29 05:33:11,Lazada
super nice soap,5,2025-07-29 05:27:52,Lazada
easy to order and on time delivery,5,2025-07-29 05:25:52,Lazada
Lazada is an e-commerce platform with a wide range of products. Its features include payment integration and shipping options.,5,2025-07-29 05:24:41,Lazada
Reliable,5,2025-07-29 05:19:47,Lazada
maganda,5,2025-07-29 04:52:11,Lazada
excellent,5,2025-07-29 04:28:32,Lazada
very good product. more more.......discount. super affordable.,4,2025-07-29 04:04:59,Lazada
hindi kupa nabuksan,5,2025-07-29 03:59:41,Lazada
maganda dito sa lazada mag order guys,5,2025-07-29 03:46:05,Lazada
is low price,5,2025-07-29 03:45:23,Lazada
Worst shopping app ever. You don't have customer support here,1,2025-07-29 03:39:19,Lazada
Lazada is nice,5,2025-07-29 03:36:28,Lazada
awesome,5,2025-07-29 03:30:00,Lazada
NOT LOADING NO UPDATES NEITHER!! 😤😤😤 what happened to Lazada?? 😤😤😤,1,2025-07-29 03:02:02,Lazada
wow black nice colo change my mind,5,2025-07-29 02:36:06,Lazada
very good,5,2025-07-29 02:29:34,Lazada
good,5,2025-07-29 01:53:44,Lazada
"there's no discount, i'm dissapointed.",1,2025-07-29 01:51:55,Lazada
nice,4,2025-07-29 01:32:09,Lazada
easy access,5,2025-07-29 01:19:49,Lazada
Stupid app development. Banners that pop up from the top of the screen block the search bar and the cart button. I intended to check my cart when the banner appears. No thanks. Buying from Tiktok.,1,2025-07-29 00:58:31,Lazada
whats with this app? during sale product gets price more expensive 😂 where is those discount tickets ?,3,2025-07-29 00:53:42,Lazada
very good,5,2025-07-29 00:39:24,Lazada
Fast shipping. Quality products.,5,2025-07-29 00:22:19,Lazada
good so beautiful shop,5,2025-07-29 00:19:15,Lazada
trustdin ko na ang lazada,5,2025-07-29 00:10:25,Lazada
thank u lazada,5,2025-07-29 00:01:06,Lazada
nice,5,2025-07-28 23:49:33,Lazada
good 👍,5,2025-07-28 23:35:46,Lazada
ok,5,2025-07-28 23:08:27,Lazada
maganda ang service NYo,5,2025-07-28 22:35:46,Lazada
Excellent!,5,2025-07-28 21:53:58,Lazada
best so far,5,2025-07-28 21:00:21,Lazada
my go to shop,5,2025-07-28 19:03:50,Lazada
This toothpaste makes different and boost confident.,5,2025-07-28 18:30:21,Lazada
nice&cool,5,2025-07-28 18:23:43,Lazada
highly didn't recommended. Hindi gumagana Yung voucher for new user.,1,2025-07-28 17:33:07,Lazada
good,5,2025-07-28 17:02:21,Lazada
"Voucher payday sale saya terbuang sia-sia hanya karena toko membatalkan pesanan saya dengan alasan stock kosong dan tidak mendapatkan kompensasi apapun. Terima kasih telah membuang waktu saya, semoga anda juga suka dibuang waktunya oleh orang lain~",1,2025-07-28 16:39:08,Lazada
lazada is good app,5,2025-07-28 16:21:10,Lazada
will give reviews once product are tested,4,2025-07-28 15:23:24,Lazada
"App đểu vc, tệ vcl, bảo sao luôn thua Shoppee",1,2025-07-28 15:19:24,Lazada
napaka bagal ng pag deliver ng mga order halos 9-10 days bago ma ideliver kumpara sa shopee at tiktok shop halos 3-4days lang,1,2025-07-28 14:59:36,Lazada
very convenient 👌 and easy to use 👍,5,2025-07-28 14:45:43,Lazada
nice,5,2025-07-28 14:34:12,Lazada
Never trust Lazada E wallet. I lost rm50 for inactivity. They said the balance will never expired except rebate and voucher but rm50 is expired when i didn't log in for a long time.,1,2025-07-28 14:22:52,Lazada
nice apps,5,2025-07-28 14:22:10,Lazada
Nice I love it,5,2025-07-28 14:16:29,Lazada
The Deaf Me Thanks You,4,2025-07-28 14:13:33,Lazada
Good for purchase.,5,2025-07-28 14:13:08,Lazada
good items salmat seller 5 stars po sayo,5,2025-07-28 14:13:02,Lazada
"eat your app, it's so hard to login and do I need to call just to confirm that I login? what's the purpose of my email and number is that not enough? and also why do I need to load? just to call the assistant? don't download it if you don't want to get a high blood.",1,2025-07-28 14:06:36,Lazada
I love shopping here than shopee,5,2025-07-28 13:36:18,Lazada
sobrangg niceee!!!,5,2025-07-28 13:18:05,Lazada
"kung di nyo pa didiscover, ung lucky egg na makakakuha ka ng libreng diamonds at may task dun pag mag add ka ng widget sa homescreen mo may matatanggap ka 200+ dias tapos sa may rewards may mga items doon na pede mo I exchange thru diamonds na nakuha mo pero bigla nalang un magrurun out pag nagawa mo na ung task HAHAHAHA anlala lazada",4,2025-07-28 12:22:57,Lazada
too long to deliver other store,3,2025-07-28 12:20:26,Lazada
okay siya,4,2025-07-28 12:20:23,Lazada
panget ng experience ko dito sa lazada tlga. my selller nga sira nman ang product. help center pati seller poor coordination,1,2025-07-28 12:18:56,Lazada
super legit and low price,5,2025-07-28 12:15:54,Lazada
Best Shopping experience ever !,5,2025-07-28 11:57:16,Lazada
good,5,2025-07-28 11:22:11,Lazada
OMG it's so beautiful,5,2025-07-28 11:00:42,Lazada
Best option for Malaysia,5,2025-07-28 10:53:16,Lazada
great 😊,5,2025-07-28 10:51:24,Lazada
Nag bibigay ng vouchers pero bawal gamitin. para saan voucher niyo design?,1,2025-07-28 10:42:56,Lazada
😍😍😍,5,2025-07-28 10:41:36,Lazada
maganda talaga,5,2025-07-28 10:29:25,Lazada
kapag COD napaka bilis. Kapag NON COD ay napaka bagal. Delivery attempt was unsuccessful daw due to invalid customer address. napaka walangya talaga nga courier nyo.,1,2025-07-28 10:18:09,Lazada
mas maganda mgorder d2,5,2025-07-28 10:07:55,Lazada
"A spot where care is priority.💞 This shopping platform is very useful, and Care's for their clients, return refund compensation and at every aspect i found it well, i will strongly suggest for foreigners local and to whomever new in Malaysia.",5,2025-07-28 09:56:52,Lazada
Mura sa Lazada at madali ang pg refund ng item kaya Dito tlga ako ng shoshop thanks Lazada Sana mas maging mura p kesa iba para Dito ko lgi oorder and thank you pg ngsoli ng item ay na refund tlga👍👍🙏🙏 5 star,5,2025-07-28 09:07:10,Lazada
good,5,2025-07-28 08:50:15,Lazada
Lazada courier so bad.and a lot seller cheating customers please don't used lazada,1,2025-07-28 08:36:04,Lazada
salamat poh,5,2025-07-28 07:01:52,Lazada
superb app,5,2025-07-28 06:51:12,Lazada
nice,5,2025-07-28 06:22:34,Lazada
The best online shippers,5,2025-07-28 06:17:47,Lazada
"order from taobao shop on lazada . the seller sent me 6 instead of 13 pieces of hairclip. raise refund form, was rejected. called customer service number, the AI didn't even refer me to the customer service at all . then when reach customer service they ask me look for dispute button in app which dont exist.",1,2025-07-28 05:43:19,Lazada
It reliable shopping app and you get a lot of discount or voucher,5,2025-07-28 05:26:17,Lazada
maganda,5,2025-07-28 05:13:10,Lazada
"Ongkirnya makin mahal tapi vocer gratis ongkirnya malah makin sedikit, pengirimannya makin lama",1,2025-07-28 05:06:51,Lazada
great,5,2025-07-28 05:03:25,Lazada
👍👍👍👍👍,3,2025-07-28 05:02:50,Lazada
good quality,5,2025-07-28 04:55:28,Lazada
love it,5,2025-07-28 04:39:15,Lazada
nice,1,2025-07-28 04:31:44,Lazada
Lazada is the best app of online shopping platform. We should all use it,5,2025-07-28 04:21:05,Lazada
very satisfied,5,2025-07-28 04:20:18,Lazada
thankyou,5,2025-07-28 04:16:50,Lazada
Not Sure it's fully functional,5,2025-07-28 04:03:38,Lazada
⭐⭐⭐⭐⭐,5,2025-07-28 03:57:05,Lazada
love it,5,2025-07-28 03:45:58,Lazada
i created an account but it got locked immediately,1,2025-07-28 03:45:50,Lazada
shop with care! don't believe you will get everything that you order! some stores are Con artists and scammers! just be careful on the platform.,1,2025-07-28 03:29:04,Lazada
maganda sya sulit pa,5,2025-07-28 02:41:10,Lazada
affordable item.. Hussle free..,5,2025-07-28 02:36:27,Lazada
reliable,4,2025-07-28 02:28:48,Lazada
pretty,5,2025-07-28 02:21:50,Lazada
good👍,5,2025-07-28 02:20:39,Lazada
so good,5,2025-07-28 02:07:28,Lazada
"easy to use, and affordable item, discount item offer are great",5,2025-07-28 01:55:40,Lazada
convenience,5,2025-07-28 01:54:15,Lazada
excellent,5,2025-07-28 01:44:52,Lazada
cancel my order 3 times from taobao collection!!!,1,2025-07-28 01:39:38,Lazada
this is faster my order and liget all my order,5,2025-07-28 01:26:25,Lazada
smooth always,5,2025-07-28 01:23:13,Lazada
Good,5,2025-07-28 01:22:54,Lazada
enak belanja di sini,5,2025-07-28 00:20:37,Lazada
maganda,5,2025-07-28 00:17:36,Lazada
nice promo and afordable,5,2025-07-27 23:53:48,Lazada
I love lazada,5,2025-07-27 23:45:07,Lazada
goodness,5,2025-07-27 23:41:46,Lazada
it's been years since I shop in this app and all good 👍🏻😊,5,2025-07-27 23:34:17,Lazada
Okok,5,2025-07-27 22:31:15,Lazada
excellent,5,2025-07-27 22:30:41,Lazada
The product price is much lower,5,2025-07-27 22:01:28,Lazada
great,3,2025-07-27 21:53:08,Lazada
good,4,2025-07-27 21:40:03,Lazada
good,4,2025-07-27 20:52:47,Lazada
good,5,2025-07-27 19:07:19,Lazada
i hope this app is legit,5,2025-07-27 18:49:42,Lazada
👍,5,2025-07-27 18:45:06,Lazada
Good quality,5,2025-07-27 18:18:50,Lazada
so hassle to log in,1,2025-07-27 18:06:35,Lazada
I'm so glad ❤️ Lazada I'm enjoy to shope your store so quality legit so awesome more thnks I rate 5 ✨s for 100% Quality all delivery item Lazada more thnks 🤗❤️,5,2025-07-27 17:47:31,Lazada
becarefull on getting refunds. 1 paid for 3 items and return the items to seller and refund me for 1,1,2025-07-27 17:05:56,Lazada
good app,5,2025-07-27 16:56:28,Lazada
goodjob,5,2025-07-27 16:37:33,Lazada
ayos,5,2025-07-27 16:33:44,Lazada
